"","V1","spot","siteid","GRIDID","x","y","FF","MD","FW","FO","WL","UB","WB","BU","BL","ELE","ELEMAX","ELEMIN","ELERA","ELESD","Slope","Aspect","ASR","dog","cat","total","buffer","year","worktime","species","count","OI","diet","nest","diet_number","diet_total","nest_number","nest_total"
"484",120,"HC09B","A05-22","3826_273804",303500,2747500,0,0,0,1e+06,0,0,0,0,0,379.8044983,710,199,511,129.2219792,29.36703,312.7067261,1357.689269,3,3,3,FALSE,2018,7560,"dog",2,0.264550264550265,"shrubs","shrubs",NA,NA,NA,NA
"485",121,"HC09B","A05-22","3826_273804",303500,2747500,0,0,0,1e+06,0,0,0,0,0,379.8044983,710,199,511,129.2219792,29.36703,312.7067261,1357.689269,3,3,3,FALSE,2019,7800,"dog",0,0,"shrubs","shrubs",NA,NA,NA,NA
"486",122,"HC09B","A05-22","3826_273804",303500,2747500,0,0,0,1e+06,0,0,0,0,0,379.8044983,710,199,511,129.2219792,29.36703,312.7067261,1357.689269,3,3,3,FALSE,2020,7200,"dog",2,0.277777777777778,"shrubs","shrubs",NA,NA,NA,NA
"487",123,"HC09B","A05-22","3826_273804",303500,2747500,0,0,0,1e+06,0,0,0,0,0,379.8044983,710,199,511,129.2219792,29.36703,312.7067261,1357.689269,3,3,3,FALSE,2021,5832,"dog",0,0,"shrubs","shrubs",NA,NA,NA,NA
"488",124,"HC24B","A27-10","3826_258737",236500,2717500,112768.9892,30755.17886,0,825720.6531,0,0,0,30755.17886,0,97.32352941,142,45,97,21.578352,12.92363,296.2360535,1559.70658,1,1,1,FALSE,2018,8040,"dog",9,1.11940298507463,"shrubs","shrubs",14,66,41,66
"489",125,"HC24B","A27-10","3826_258737",236500,2717500,112768.9892,30755.17886,0,825720.6531,0,0,0,30755.17886,0,97.32352941,142,45,97,21.578352,12.92363,296.2360535,1559.70658,1,1,1,FALSE,2019,6984,"dog",12,1.71821305841924,"shrubs","shrubs",11,77,40,77
"490",126,"HC24B","A27-10","3826_258737",236500,2717500,112768.9892,30755.17886,0,825720.6531,0,0,0,30755.17886,0,97.32352941,142,45,97,21.578352,12.92363,296.2360535,1559.70658,1,1,1,FALSE,2020,8616,"dog",2,0.232126276694522,"shrubs","shrubs",8,66,31,66
"491",127,"HC24B","A27-10","3826_258737",236500,2717500,112768.9892,30755.17886,0,825720.6531,0,0,0,30755.17886,0,97.32352941,142,45,97,21.578352,12.92363,296.2360535,1559.70658,1,1,1,FALSE,2021,5736,"dog",0,0,"shrubs","shrubs",13,74,34,74
"492",128,"NT15B","A32-12","3826_215739",238500,2631500,360930.3089,41920.06243,0,555229.5662,0,0,0,41920.06243,0,398.0692042,606,318,288,82.80293268,18.0322,148.3148193,1586.095915,1,1,1,FALSE,2018,6600,"dog",0,0,"shrubs","shrubs",NA,NA,NA,NA
"493",129,"NT15B","A32-12","3826_215739",238500,2631500,360930.3089,41920.06243,0,555229.5662,0,0,0,41920.06243,0,398.0692042,606,318,288,82.80293268,18.0322,148.3148193,1586.095915,1,1,1,FALSE,2019,8496,"dog",0,0,"shrubs","shrubs",NA,NA,NA,NA
"494",130,"NT15B","A32-12","3826_215739",238500,2631500,360930.3089,41920.06243,0,555229.5662,0,0,0,41920.06243,0,398.0692042,606,318,288,82.80293268,18.0322,148.3148193,1586.095915,1,1,1,FALSE,2020,8040,"dog",2,0.248756218905473,"shrubs","shrubs",3,41,17,41
"495",131,"NT15B","A32-12","3826_215739",238500,2631500,360930.3089,41920.06243,0,555229.5662,0,0,0,41920.06243,0,398.0692042,606,318,288,82.80293268,18.0322,148.3148193,1586.095915,1,1,1,FALSE,2021,5832,"dog",0,0,"shrubs","shrubs",15,82,41,82
"496",132,"NT20B","A32-11","3826_204739",238500,2609500,282138.9207,125658.3291,0,545243.9731,0,0,0,46958.77713,0,840.5597148,1020,755,265,63.84650781,17.1802,103.170929,1609.336775,1,1,1,FALSE,2018,7920,"dog",3,0.378787878787879,"shrubs","shrubs",NA,NA,NA,NA
"497",133,"NT20B","A32-11","3826_204739",238500,2609500,282138.9207,125658.3291,0,545243.9731,0,0,0,46958.77713,0,840.5597148,1020,755,265,63.84650781,17.1802,103.170929,1609.336775,1,1,1,FALSE,2019,8760,"dog",1,0.114155251141553,"shrubs","shrubs",NA,NA,NA,NA
"498",134,"NT20B","A32-11","3826_204739",238500,2609500,282138.9207,125658.3291,0,545243.9731,0,0,0,46958.77713,0,840.5597148,1020,755,265,63.84650781,17.1802,103.170929,1609.336775,1,1,1,FALSE,2020,7176,"dog",4,0.557413600891862,"shrubs","shrubs",NA,NA,NA,NA
"499",135,"NT20B","A32-11","3826_204739",238500,2609500,282138.9207,125658.3291,0,545243.9731,0,0,0,46958.77713,0,840.5597148,1020,755,265,63.84650781,17.1802,103.170929,1609.336775,1,1,1,FALSE,2021,5040,"dog",0,0,"shrubs","shrubs",NA,NA,NA,NA
"500",136,"TD30","A08-09","3826_117310",309500,2434500,0,0,0,857019.6151,0,0,142980.3849,0,0,90.46371348,340,0,340,61.40839828,14.5548,211.1519775,1584.965066,1,1,1,FALSE,2019,4920,"dog",1,0.203252032520325,"shrubs","shrubs",NA,NA,NA,NA
"501",137,"TD30","A08-09","3826_117310",309500,2434500,0,0,0,857019.6151,0,0,142980.3849,0,0,90.46371348,340,0,340,61.40839828,14.5548,211.1519775,1584.965066,1,1,1,FALSE,2020,1224,"dog",0,0,"shrubs","shrubs",NA,NA,NA,NA
"502",138,"JJ-02","A32-03","3826_219231",230500,2638500,0,0,0,1e+06,0,0,0,0,0,440.8823529,589,332,257,46.09622101,14.39353,251.4367371,1596.272653,1,1,1,FALSE,2013,5636.3,"dog",8,1.41937086386459,"shrubs","shrubs",35,148,92,148
"503",139,"JJ-02","A32-03","3826_219231",230500,2638500,0,0,0,1e+06,0,0,0,0,0,440.8823529,589,332,257,46.09622101,14.39353,251.4367371,1596.272653,1,1,1,FALSE,2014,5728.66,"dog",9,1.57104802868385,"shrubs","shrubs",34,165,102,165
"504",140,"JJ-02","A32-03","3826_219231",230500,2638500,0,0,0,1e+06,0,0,0,0,0,440.8823529,589,332,257,46.09622101,14.39353,251.4367371,1596.272653,1,1,1,FALSE,2015,8760,"dog",24,2.73972602739726,"shrubs","shrubs",38,186,101,186
"505",141,"JJ-02","A32-03","3826_219231",230500,2638500,0,0,0,1e+06,0,0,0,0,0,440.8823529,589,332,257,46.09622101,14.39353,251.4367371,1596.272653,1,1,1,FALSE,2016,8784,"dog",14,1.59380692167577,"shrubs","shrubs",38,174,102,174
"506",142,"JJ-02","A32-03","3826_219231",230500,2638500,0,0,0,1e+06,0,0,0,0,0,440.8823529,589,332,257,46.09622101,14.39353,251.4367371,1596.272653,1,1,1,FALSE,2017,6886.4,"dog",7,1.01649628252788,"shrubs","shrubs",44,170,99,170
"507",143,"JJ-02","A32-03","3826_219231",230500,2638500,0,0,0,1e+06,0,0,0,0,0,440.8823529,589,332,257,46.09622101,14.39353,251.4367371,1596.272653,1,1,1,FALSE,2018,6671.1,"dog",4,0.59960126515867,"shrubs","shrubs",58,246,142,246
"508",144,"雙溪山相","A04-06","3826_290310",309500,2780500,0,0,0,1e+06,0,0,0,0,0,362.6836007,489,258,231,46.35500729,17.60936,213.2791138,1601.451319,0,0,1,FALSE,2017,1392,"dog",0,0,"shrubs","shrubs",24,66,39,66
"509",145,"HC10A","A12-02","3826_264774",273500,2729500,0,0,0,1e+06,0,0,0,0,0,771.0311943,996,583,413,97.15262589,27.2411,1.345980525,1468.525401,0,0,1,FALSE,2018,3720,"dog",0,0,"shrubs","shrubs",35,115,57,115
"510",146,"HC10A","A12-02","3826_264774",273500,2729500,0,0,0,1e+06,0,0,0,0,0,771.0311943,996,583,413,97.15262589,27.2411,1.345980525,1468.525401,0,0,1,FALSE,2019,7368,"dog",0,0,"shrubs","shrubs",NA,NA,NA,NA
"511",147,"HC10A","A12-02","3826_264774",273500,2729500,0,0,0,1e+06,0,0,0,0,0,771.0311943,996,583,413,97.15262589,27.2411,1.345980525,1468.525401,0,0,1,FALSE,2020,3144,"dog",0,0,"shrubs","shrubs",16,55,30,55
"512",148,"HC10A","A12-02","3826_264774",273500,2729500,0,0,0,1e+06,0,0,0,0,0,771.0311943,996,583,413,97.15262589,27.2411,1.345980525,1468.525401,0,0,1,FALSE,2021,2112,"dog",0,0,"shrubs","shrubs",31,158,75,158
"513",149,"HC34","B10-13","3826_258280",279500,2716500,0,0,0,1e+06,0,0,0,0,0,1737.546713,2035,1480,555,139.8156797,29.20736,67.67718506,1635.854209,0,0,1,FALSE,2018,7008,"dog",0,0,"shrubs","shrubs",13,104,49,104
"514",150,"HC34","B10-13","3826_258280",279500,2716500,0,0,0,1e+06,0,0,0,0,0,1737.546713,2035,1480,555,139.8156797,29.20736,67.67718506,1635.854209,0,0,1,FALSE,2019,6336,"dog",0,0,"shrubs","shrubs",NA,NA,NA,NA
"515",151,"HC34","B10-13","3826_258280",279500,2716500,0,0,0,1e+06,0,0,0,0,0,1737.546713,2035,1480,555,139.8156797,29.20736,67.67718506,1635.854209,0,0,1,FALSE,2020,6216,"dog",0,0,"shrubs","shrubs",NA,NA,NA,NA
"516",152,"HC34","B10-13","3826_258280",279500,2716500,0,0,0,1e+06,0,0,0,0,0,1737.546713,2035,1480,555,139.8156797,29.20736,67.67718506,1635.854209,0,0,1,FALSE,2021,4632,"dog",0,0,"shrubs","shrubs",NA,NA,NA,NA
"517",153,"F01","A05-15","3826_269810",309500,2739500,0,0,0,1e+06,0,0,0,0,0,712.0606061,858,643,215,45.81727522,17.1962,184.0688324,1651.42969,0,0,2,FALSE,2022,1463.9,"dog",0,0,"shrubs","shrubs",28,117,42,117
"518",154,"F02","A05-15","3826_269810",309500,2739500,0,0,0,1e+06,0,0,0,0,0,712.0606061,858,643,215,45.81727522,17.1962,184.0688324,1651.42969,0,0,2,FALSE,2022,1463.7,"dog",0,0,"shrubs","shrubs",28,117,42,117
"519",155,"太平南國巷機1","A29-02","3826_232728",227500,2665500,195246.7517,0,0,804753.2483,0,0,0,0,0,308.4117647,419,227,192,44.68359516,19.3069,324.6421509,1531.452937,0,0,1,TRUE,2019,834.5,"dog",0,0,"shrubs","shrubs",27,149,56,149
"520",156,"太平南國巷機2","A29-02","3826_232728",227500,2665500,195246.7517,0,0,804753.2483,0,0,0,0,0,308.4117647,419,227,192,44.68359516,19.3069,324.6421509,1531.452937,1,0,1,TRUE,2019,2658.5,"dog",3,1.12845589618206,"shrubs","shrubs",27,149,56,149
"521",157,"桃園機9","A09-66","3826_282784",283500,2765500,130801.0271,5287.068311,0,204174.1783,0,654450.658,0,5287.068311,0,123.7629758,191,81,110,21.01669824,8.06394,228.4578094,1588.633459,1,1,1,TRUE,2019,6190.4,"dog",331,53.4698888601706,"shrubs","shrubs",NA,NA,NA,NA
"522",158,"打鐵坑溪機2","A09-53","3826_273274",273500,2746500,705352.5396,37167.73796,0,132839.9845,0,87471.99988,0,37167.73796,0,243.1327986,275,198,77,16.46730713,7.3809,60.48890305,1582.20368,1,0,1,TRUE,2020,2675,"dog",4,1.49532710280374,"shrubs","shrubs",9,160,69,160
"523",159,"ZZ1","A04-17","3826_291802",301500,2783500,0,0,0,1e+06,0,0,0,0,0,525.7716263,741,290,451,102.192918,26.1048,194.8464966,1587.737704,1,1,1,TRUE,2012,4824,"dog",2,0.414593698175788,"shrubs","shrubs",4,28,12,28
"524",160,"ZZ1","A04-17","3826_291802",301500,2783500,0,0,0,1e+06,0,0,0,0,0,525.7716263,741,290,451,102.192918,26.1048,194.8464966,1587.737704,1,1,1,TRUE,2013,384,"dog",0,0,"shrubs","shrubs",15,91,31,91
"525",161,"擎天1","A01-11","3826_292308",307500,2784500,140817.969,50500.90063,0,758180.2297,0,0,0,50500.90063,0,755.4368512,891,568,323,51.61549677,15.63241,45.62818909,1631.444123,0,0,1,TRUE,2016,720,"dog",0,0,"shrubs","shrubs",NA,NA,NA,NA
"526",162,"中正4","A04-17","3826_291802",301500,2783500,0,0,0,1e+06,0,0,0,0,0,525.7716263,741,290,451,102.192918,26.1048,194.8464966,1587.737704,1,0,1,TRUE,2017,1680,"dog",23,13.6904761904762,"shrubs","shrubs",NA,NA,NA,NA
"527",163,"菜公坑相1","A04-04","3826_293303",302500,2786500,0,0,0,1e+06,0,0,0,0,0,847.6631016,981,707,274,54.50695104,21.43218,324.6304321,1555.842048,0,0,1,TRUE,2017,2304,"dog",0,0,"shrubs","shrubs",35,110,65,110
"528",164,"HC07A","A09-23","3826_272762",261500,2745500,542493.5602,268817.4397,132414.7518,43057.26103,0,0,0,13216.98723,0,85.36898396,181,58,123,22.58845241,6.29634,201.3499451,1576.262791,1,1,1,TRUE,2018,6792,"dog",2,0.294464075382803,"shrubs","shrubs",NA,NA,NA,NA
"529",165,"HC07A","A09-23","3826_272762",261500,2745500,542493.5602,268817.4397,132414.7518,43057.26103,0,0,0,13216.98723,0,85.36898396,181,58,123,22.58845241,6.29634,201.3499451,1576.262791,1,1,1,TRUE,2019,7368,"dog",107,14.5222584147666,"shrubs","shrubs",NA,NA,NA,NA
"530",166,"HC07A","A09-23","3826_272762",261500,2745500,542493.5602,268817.4397,132414.7518,43057.26103,0,0,0,13216.98723,0,85.36898396,181,58,123,22.58845241,6.29634,201.3499451,1576.262791,1,1,1,TRUE,2020,8160,"dog",431,52.8186274509804,"shrubs","shrubs",NA,NA,NA,NA
"531",167,"HC07A","A09-23","3826_272762",261500,2745500,542493.5602,268817.4397,132414.7518,43057.26103,0,0,0,13216.98723,0,85.36898396,181,58,123,22.58845241,6.29634,201.3499451,1576.262791,1,1,1,TRUE,2021,5640,"dog",1,0.177304964539007,"shrubs","shrubs",9,34,20,34
"532",168,"HC35","B13-01","3826_255258",257500,2710500,0,0,0,1e+06,0,0,0,0,0,2439.862457,2613,2145,468,101.6203972,25.12611,72.37327576,1815.261109,1,1,1,TRUE,2018,7152,"dog",4,0.559284116331096,"shrubs","shrubs",82,188,140,188
"533",169,"HC35","B13-01","3826_255258",257500,2710500,0,0,0,1e+06,0,0,0,0,0,2439.862457,2613,2145,468,101.6203972,25.12611,72.37327576,1815.261109,1,1,1,TRUE,2019,8280,"dog",4,0.483091787439614,"shrubs","shrubs",35,93,65,93
"534",170,"HC35","B13-01","3826_255258",257500,2710500,0,0,0,1e+06,0,0,0,0,0,2439.862457,2613,2145,468,101.6203972,25.12611,72.37327576,1815.261109,1,1,1,TRUE,2020,8520,"dog",1,0.117370892018779,"shrubs","shrubs",50,124,80,124
"535",171,"HC35","B13-01","3826_255258",257500,2710500,0,0,0,1e+06,0,0,0,0,0,2439.862457,2613,2145,468,101.6203972,25.12611,72.37327576,1815.261109,1,1,1,TRUE,2021,4344,"dog",0,0,"shrubs","shrubs",29,88,51,88
"536",172,"NT18A","A32-06","3826_210233",232500,2620500,0,0,0,1e+06,0,0,0,0,0,981.4714795,1181,744,437,90.25592246,24.16402,93.75688171,1648.414481,1,1,1,TRUE,2018,6384,"dog",3,0.469924812030075,"shrubs","shrubs",46,198,92,198
"537",173,"NT18A","A32-06","3826_210233",232500,2620500,0,0,0,1e+06,0,0,0,0,0,981.4714795,1181,744,437,90.25592246,24.16402,93.75688171,1648.414481,1,1,1,TRUE,2019,8760,"dog",1,0.114155251141553,"shrubs","shrubs",45,119,67,119
"538",174,"NT18A","A32-06","3826_210233",232500,2620500,0,0,0,1e+06,0,0,0,0,0,981.4714795,1181,744,437,90.25592246,24.16402,93.75688171,1648.414481,1,1,1,TRUE,2020,5736,"dog",2,0.348675034867503,"shrubs","shrubs",50,189,92,189
"539",175,"NT18A","A32-06","3826_210233",232500,2620500,0,0,0,1e+06,0,0,0,0,0,981.4714795,1181,744,437,90.25592246,24.16402,93.75688171,1648.414481,1,1,1,TRUE,2021,3264,"dog",1,0.306372549019608,"shrubs","shrubs",43,187,84,187
"540",176,"PT21","B38-07","3826_176227",226500,2552500,0,0,0,1e+06,0,0,0,0,0,1527.743945,1814,1227,587,127.0790228,28.08795,132.0254822,1744.086489,1,1,1,TRUE,2018,8232,"dog",0,0,"shrubs","shrubs",56,233,84,233
"541",177,"PT21","B38-07","3826_176227",226500,2552500,0,0,0,1e+06,0,0,0,0,0,1527.743945,1814,1227,587,127.0790228,28.08795,132.0254822,1744.086489,1,1,1,TRUE,2019,7296,"dog",0,0,"shrubs","shrubs",41,250,77,250
"542",178,"PT21","B38-07","3826_176227",226500,2552500,0,0,0,1e+06,0,0,0,0,0,1527.743945,1814,1227,587,127.0790228,28.08795,132.0254822,1744.086489,1,1,1,TRUE,2020,8016,"dog",0,0,"shrubs","shrubs",32,255,67,255
"543",179,"PT21","B38-07","3826_176227",226500,2552500,0,0,0,1e+06,0,0,0,0,0,1527.743945,1814,1227,587,127.0790228,28.08795,132.0254822,1744.086489,1,1,1,TRUE,2021,2928,"dog",1,0.341530054644809,"shrubs","shrubs",44,256,76,256
"544",180,"TD34","A08-02","3826_121307",306500,2442500,42272.74878,1103.750366,0,511278.2734,0,0,444241.4771,1103.750366,0,108.2473348,338,3,335,76.41593496,16.26615,351.4683228,1437.929176,1,1,1,TRUE,2019,4896,"dog",1,0.204248366013072,"shrubs","shrubs",NA,NA,NA,NA
"545",181,"TD34","A08-02","3826_121307",306500,2442500,42272.74878,1103.750366,0,511278.2734,0,0,444241.4771,1103.750366,0,108.2473348,338,3,335,76.41593496,16.26615,351.4683228,1437.929176,1,1,1,TRUE,2020,8064,"dog",2,0.248015873015873,"shrubs","shrubs",NA,NA,NA,NA
"546",182,"TD34","A08-02","3826_121307",306500,2442500,42272.74878,1103.750366,0,511278.2734,0,0,444241.4771,1103.750366,0,108.2473348,338,3,335,76.41593496,16.26615,351.4683228,1437.929176,1,1,1,TRUE,2021,2496,"dog",2,0.801282051282051,"shrubs","shrubs",NA,NA,NA,NA
"547",183,"萬大機2","B30-02","3826_226264",263500,2652500,0,0,0,964138.7339,0,0,35861.26611,0,0,1000.403114,1219,893,326,82.54684184,25.56282,223.4051056,1565.23424,1,0,2,FALSE,2014,3081.08,"cat",0,0,"shrubs","shrubs",22,164,60,164
"548",184,"萬大機2","B30-02","3826_226264",263500,2652500,0,0,0,964138.7339,0,0,35861.26611,0,0,1000.403114,1219,893,326,82.54684184,25.56282,223.4051056,1565.23424,1,0,2,FALSE,2015,2437.75,"cat",0,0,"shrubs","shrubs",28,158,62,158
"549",185,"高地機4","A34-04","3826_164184",183500,2528500,442611.2704,119027.9651,0,319332.7994,0,0,0,119027.9651,0,222.5363322,300,86,214,50.48213458,11.52169,87.5581131,1586.046491,1,0,1,FALSE,2018,200.83,"cat",0,0,"shrubs","shrubs",15,96,41,96
"550",186,"高地機4","A34-04","3826_164184",183500,2528500,442611.2704,119027.9651,0,319332.7994,0,0,0,119027.9651,0,222.5363322,300,86,214,50.48213458,11.52169,87.5581131,1586.046491,1,0,1,FALSE,2019,3013.37,"cat",0,0,"shrubs","shrubs",16,112,43,112
"551",187,"半屏機1","A34-52","3826_155680",179500,2511500,206245.5458,209365.1141,0,288369.7801,0,296019.5599,0,0,0,76.55795848,180,18,162,47.44389435,15.31293,60.99570465,1505.635027,2,0,2,FALSE,2021,745.92,"cat",0,0,"shrubs","shrubs",29,101,76,101
"552",188,"半屏機2","A34-52","3826_155680",179500,2511500,206245.5458,209365.1141,0,288369.7801,0,296019.5599,0,0,0,76.55795848,180,18,162,47.44389435,15.31293,60.99570465,1505.635027,2,0,2,FALSE,2021,863.63,"cat",0,0,"shrubs","shrubs",29,101,76,101
"553",189,"國7二機2","A34-38","3826_150686",185500,2501500,430808.1771,273549.2998,195837.5038,49218.94737,0,1367.124512,0,49218.94737,0,26.71626298,64,11,53,9.573469967,5.15951,307.4430237,1551.025967,1,0,1,FALSE,2019,153.53,"cat",0,0,"shrubs","shrubs",9,58,32,58
"554",190,"國7二機2","A34-38","3826_150686",185500,2501500,430808.1771,273549.2998,195837.5038,49218.94737,0,1367.124512,0,49218.94737,0,26.71626298,64,11,53,9.573469967,5.15951,307.4430237,1551.025967,1,0,1,FALSE,2020,3182.35,"cat",0,0,"shrubs","shrubs",14,67,37,67
"555",191,"曾機B1","A36-17","3826_188708",207500,2577500,59206.59167,630558.1115,20765.79309,174944,0,0,114525.5038,0,0,215.6105169,246,169,77,15.26079863,6.0538,309.9814758,1572.855999,1,0,1,FALSE,2012,3155.04,"cat",0,0,"shrubs","shrubs",NA,NA,NA,NA
"556",192,"曾機B1","A36-17","3826_188708",207500,2577500,59206.59167,630558.1115,20765.79309,174944,0,0,114525.5038,0,0,215.6105169,246,169,77,15.26079863,6.0538,309.9814758,1572.855999,1,0,1,FALSE,2013,6439.23,"cat",0,0,"shrubs","shrubs",NA,NA,NA,NA
"557",193,"Q","A01-15","3826_295306",305500,2790500,0,0,0,1e+06,0,0,0,0,0,620.3172906,859,465,394,70.14419224,20.66085,305.3707275,1532.545282,1,0,2,FALSE,2014,4752,"cat",0,0,"shrubs","shrubs",NA,NA,NA,NA
"558",194,"Q","A01-15","3826_295306",305500,2790500,0,0,0,1e+06,0,0,0,0,0,620.3172906,859,465,394,70.14419224,20.66085,305.3707275,1532.545282,1,0,2,FALSE,2015,3480,"cat",0,0,"shrubs","shrubs",NA,NA,NA,NA
"559",195,"AG","A01-11","3826_292309",308500,2784500,149603.3348,74736.79603,0,700923.0731,0,0,0,74736.79603,0,681.2785467,796,508,288,87.42348265,17.10053,347.8834229,1514.399524,2,0,2,FALSE,2015,5832,"cat",0,0,"shrubs","shrubs",NA,NA,NA,NA
"560",196,"AG","A01-11","3826_292309",308500,2784500,149603.3348,74736.79603,0,700923.0731,0,0,0,74736.79603,0,681.2785467,796,508,288,87.42348265,17.10053,347.8834229,1514.399524,2,0,2,FALSE,2016,3528,"cat",0,0,"shrubs","shrubs",NA,NA,NA,NA
"561",197,"魚路相","A01-11","3826_292309",308500,2784500,149603.3348,74736.79603,0,700923.0731,0,0,0,74736.79603,0,681.2785467,796,508,288,87.42348265,17.10053,347.8834229,1514.399524,2,0,2,FALSE,2017,2430,"cat",0,0,"shrubs","shrubs",NA,NA,NA,NA
"562",198,"LD88A","A03-12","3826_263812",311500,2727500,62201.43111,98753.06536,0,818763.548,0,0,0,20281.9555,0,249.342246,347,157,190,55.16968297,19.64204,331.401062,1505.361264,1,0,1,FALSE,2018,7800,"cat",0,0,"shrubs","shrubs",NA,NA,NA,NA
"563",199,"LD88A","A03-12","3826_263812",311500,2727500,62201.43111,98753.06536,0,818763.548,0,0,0,20281.9555,0,249.342246,347,157,190,55.16968297,19.64204,331.401062,1505.361264,1,0,1,FALSE,2019,6624,"cat",0,0,"shrubs","shrubs",NA,NA,NA,NA
"564",200,"LD88A","A03-12","3826_263812",311500,2727500,62201.43111,98753.06536,0,818763.548,0,0,0,20281.9555,0,249.342246,347,157,190,55.16968297,19.64204,331.401062,1505.361264,1,0,1,FALSE,2020,8112,"cat",0,0,"shrubs","shrubs",10,156,37,156
"565",201,"LD88A","A03-12","3826_263812",311500,2727500,62201.43111,98753.06536,0,818763.548,0,0,0,20281.9555,0,249.342246,347,157,190,55.16968297,19.64204,331.401062,1505.361264,1,0,1,FALSE,2021,4968,"cat",0,0,"shrubs","shrubs",22,169,64,169
"566",202,"NT35","B32-13","3826_211242",241500,2622500,0,0,0,1e+06,0,0,0,0,0,1683.778966,1965,1444,521,102.7704084,31.36696,277.2896729,1574.313703,1,0,1,FALSE,2018,768,"cat",0,0,"shrubs","shrubs",NA,NA,NA,NA
"567",203,"NT35","B32-13","3826_211242",241500,2622500,0,0,0,1e+06,0,0,0,0,0,1683.778966,1965,1444,521,102.7704084,31.36696,277.2896729,1574.313703,1,0,1,FALSE,2019,3504,"cat",0,0,"shrubs","shrubs",NA,NA,NA,NA
"568",204,"NT35","B32-13","3826_211242",241500,2622500,0,0,0,1e+06,0,0,0,0,0,1683.778966,1965,1444,521,102.7704084,31.36696,277.2896729,1574.313703,1,0,1,FALSE,2020,7176,"cat",0,0,"shrubs","shrubs",NA,NA,NA,NA
"569",205,"NT35","B32-13","3826_211242",241500,2622500,0,0,0,1e+06,0,0,0,0,0,1683.778966,1965,1444,521,102.7704084,31.36696,277.2896729,1574.313703,1,0,1,FALSE,2021,4560,"cat",0,0,"shrubs","shrubs",NA,NA,NA,NA
"570",206,"IL-04","A33-29","3826_218224",223500,2636500,532548.2556,56061.04961,162961.8705,192367.7747,0,0,0,56061.04961,0,198.2093664,239,161,78,20.5579265,6.24671,182.474762,1608.081416,1,0,1,FALSE,2015,5095.44,"cat",0,0,"shrubs","shrubs",NA,NA,23,45
"571",207,"陽明機1","A04-72","3826_292805",304500,2785500,13119.7563,5408.034155,0,976064.1754,0,0,0,5408.034155,0,748.3010381,920,646,274,60.059495,18.84346,211.1931458,1651.451584,0,1,4,FALSE,2010,1234.01,"cat",0,0,"shrubs","shrubs",NA,NA,NA,NA
"572",208,"陽明機1","A04-72","3826_292805",304500,2785500,13119.7563,5408.034155,0,976064.1754,0,0,0,5408.034155,0,748.3010381,920,646,274,60.059495,18.84346,211.1931458,1651.451584,0,1,4,FALSE,2011,757.01,"cat",0,0,"shrubs","shrubs",NA,NA,NA,NA
"573",209,"TD29","A08-05","3826_118808",307500,2437500,0,0,0,1e+06,0,0,0,0,0,178.4875223,326,37,289,69.59314105,19.57554,160.0495148,1570.673559,0,1,1,FALSE,2019,4920,"cat",4,0.813008130081301,"shrubs","shrubs",NA,NA,NA,NA
"574",210,"TD29","A08-05","3826_118808",307500,2437500,0,0,0,1e+06,0,0,0,0,0,178.4875223,326,37,289,69.59314105,19.57554,160.0495148,1570.673559,0,1,1,FALSE,2020,8064,"cat",7,0.868055555555555,"shrubs","shrubs",NA,NA,NA,NA
"575",211,"TD29","A08-05","3826_118808",307500,2437500,0,0,0,1e+06,0,0,0,0,0,178.4875223,326,37,289,69.59314105,19.57554,160.0495148,1570.673559,0,1,1,FALSE,2021,5544,"cat",8,1.44300144300144,"shrubs","shrubs",NA,NA,NA,NA
"576",212,"中肚機1","A27-43","3826_239210",209500,2678500,326365.6506,230751.8193,0,61557.91395,0,0,0,61557.91395,319766.7022,287.271836,321,228,93,23.58691006,7.33558,105.136116,1603.002255,3,1,4,FALSE,2021,855.16,"cat",0,0,"shrubs","shrubs",3,114,40,114
"577",213,"中肚機4","A27-43","3826_239210",209500,2678500,326365.6506,230751.8193,0,61557.91395,0,0,0,61557.91395,319766.7022,287.271836,321,228,93,23.58691006,7.33558,105.136116,1603.002255,3,1,4,FALSE,2021,298.33,"cat",0,0,"shrubs","shrubs",3,114,40,114
"578",214,"中肚機5","A27-43","3826_239210",209500,2678500,326365.6506,230751.8193,0,61557.91395,0,0,0,61557.91395,319766.7022,287.271836,321,228,93,23.58691006,7.33558,105.136116,1603.002255,3,1,4,FALSE,2021,831,"cat",0,0,"shrubs","shrubs",3,114,40,114
"579",215,"中科機2","A27-43","3826_239210",209500,2678500,326365.6506,230751.8193,0,61557.91395,0,0,0,61557.91395,319766.7022,287.271836,321,228,93,23.58691006,7.33558,105.136116,1603.002255,3,1,4,FALSE,2020,6846,"cat",14,2.04498977505112,"shrubs","shrubs",1,91,46,91
"580",216,"中科機2","A27-43","3826_239210",209500,2678500,326365.6506,230751.8193,0,61557.91395,0,0,0,61557.91395,319766.7022,287.271836,321,228,93,23.58691006,7.33558,105.136116,1603.002255,3,1,4,FALSE,2021,764.2,"cat",6,7.85134781470819,"shrubs","shrubs",3,114,40,114
"581",217,"萬壽機1","A04-70","3826_282309",308500,2764500,156448.1085,42667.66597,1822.751953,184105.8961,0,572287.9115,0,42667.66597,0,50.87611408,142,18,124,22.87347552,10.20018,307.6593933,1545.047169,1,1,1,FALSE,2014,1117.58,"cat",1,0.894790529537035,"shrubs","shrubs",NA,NA,NA,NA
